epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,571.293,0.57784,0.30687,0.78985,0.99399,0.99233,0.99285,0.89043,0.46179,0.27121,0.80309,0.000445625,0.000445625,0.000445625
67,579.843,0.556,0.29948,0.79118,0.9898,0.99626,0.99351,0.89869,0.45353,0.26646,0.8036,0.00043325,0.00043325,0.00043325
68,588.459,0.5557,0.29712,0.78712,0.99332,0.98979,0.99344,0.8943,0.44146,0.27538,0.8016,0.000420875,0.000420875,0.000420875
69,597.048,0.56245,0.29881,0.79032,0.99062,0.99049,0.99196,0.89491,0.44904,0.29565,0.80201,0.0004085,0.0004085,0.0004085
70,605.602,0.5323,0.29088,0.78754,0.99005,0.98983,0.9923,0.90386,0.44433,0.2943,0.80213,0.000396125,0.000396125,0.000396125
71,614.217,0.56337,0.29143,0.78808,0.99196,0.98955,0.99253,0.89641,0.45367,0.27994,0.80336,0.00038375,0.00038375,0.00038375
72,623.07,0.56378,0.29283,0.78829,0.99033,0.9907,0.99038,0.89481,0.45369,0.29566,0.80232,0.000371375,0.000371375,0.000371375
73,631.725,0.55088,0.29346,0.78669,0.9899,0.991,0.99075,0.90011,0.44922,0.29191,0.80095,0.000359,0.000359,0.000359
74,640.292,0.55251,0.29699,0.78827,0.98979,0.9905,0.99224,0.89671,0.44524,0.28831,0.80196,0.000346625,0.000346625,0.000346625
75,648.842,0.55787,0.29231,0.78636,0.99002,0.99041,0.9909,0.89335,0.44141,0.28478,0.80159,0.00033425,0.00033425,0.00033425
76,657.32,0.54825,0.28898,0.78528,0.98913,0.99325,0.98984,0.88762,0.44529,0.28643,0.80135,0.000321875,0.000321875,0.000321875
77,665.882,0.56033,0.2861,0.78795,0.98958,0.99194,0.99007,0.88721,0.44809,0.28258,0.80103,0.0003095,0.0003095,0.0003095
78,674.455,0.54142,0.28819,0.7897,0.98921,0.99372,0.98893,0.89612,0.44578,0.28638,0.80168,0.000297125,0.000297125,0.000297125
79,683.079,0.53732,0.28441,0.78409,0.9886,0.9909,0.99143,0.8946,0.43381,0.26774,0.80035,0.00028475,0.00028475,0.00028475
80,691.439,0.55003,0.28164,0.78605,0.98714,0.98679,0.99204,0.90032,0.44325,0.2808,0.80142,0.000272375,0.000272375,0.000272375
81,700.142,0.55026,0.28393,0.78391,0.99038,0.99158,0.99116,0.89351,0.44134,0.27377,0.79959,0.00026,0.00026,0.00026
82,708.717,0.53836,0.28331,0.78038,0.98929,0.99261,0.99181,0.89511,0.44253,0.27407,0.80028,0.000247625,0.000247625,0.000247625
83,717.328,0.55717,0.27924,0.78904,0.98911,0.99308,0.99147,0.89119,0.44082,0.27582,0.79948,0.00023525,0.00023525,0.00023525
84,725.894,0.54538,0.27515,0.78701,0.99086,0.99351,0.99193,0.89844,0.43449,0.26645,0.79854,0.000222875,0.000222875,0.000222875
85,734.502,0.51108,0.26726,0.78223,0.98835,0.99182,0.9922,0.89244,0.45,0.27367,0.80115,0.0002105,0.0002105,0.0002105
86,743.266,0.51814,0.2693,0.783,0.98915,0.99293,0.99206,0.89874,0.43418,0.26827,0.79983,0.000198125,0.000198125,0.000198125
87,751.753,0.5358,0.27141,0.78424,0.98888,0.99372,0.99117,0.88335,0.47237,0.29886,0.80299,0.00018575,0.00018575,0.00018575
88,760.321,0.53412,0.27301,0.78603,0.98875,0.99166,0.99016,0.88713,0.44883,0.29087,0.80176,0.000173375,0.000173375,0.000173375
89,768.867,0.55588,0.28216,0.7876,0.98937,0.99314,0.99071,0.89668,0.44397,0.28621,0.80155,0.000161,0.000161,0.000161
90,777.549,0.54287,0.27144,0.78123,0.98752,0.99317,0.99134,0.89408,0.44138,0.27974,0.80105,0.000148625,0.000148625,0.000148625
91,785.618,0.52571,0.27824,0.7916,0.98665,0.99321,0.99032,0.88981,0.44844,0.27245,0.80102,0.00013625,0.00013625,0.00013625
92,793.824,0.50675,0.26817,0.78702,0.98917,0.99467,0.99065,0.88277,0.47405,0.28265,0.80205,0.000123875,0.000123875,0.000123875
93,801.914,0.50979,0.26978,0.78346,0.99034,0.99428,0.99146,0.89248,0.43602,0.26865,0.79908,0.0001115,0.0001115,0.0001115
94,809.952,0.50082,0.26522,0.78899,0.99017,0.994,0.99204,0.88974,0.44529,0.26718,0.80043,9.9125e-05,9.9125e-05,9.9125e-05
95,817.904,0.50398,0.271,0.78089,0.99013,0.99317,0.99133,0.88567,0.45888,0.28038,0.80072,8.675e-05,8.675e-05,8.675e-05
96,826.005,0.50184,0.26257,0.78716,0.98997,0.99365,0.9909,0.89373,0.43468,0.26889,0.79883,7.4375e-05,7.4375e-05,7.4375e-05
97,834.076,0.4933,0.25447,0.78236,0.99018,0.9937,0.99069,0.88914,0.44672,0.27984,0.8012,6.2e-05,6.2e-05,6.2e-05
98,842.329,0.49896,0.25977,0.78173,0.98973,0.99363,0.99076,0.88328,0.4534,0.28151,0.80155,4.9625e-05,4.9625e-05,4.9625e-05
99,850.452,0.48737,0.25486,0.78245,0.98976,0.99073,0.99027,0.88551,0.45257,0.2808,0.80082,3.725e-05,3.725e-05,3.725e-05
100,858.653,0.49571,0.25543,0.78403,0.98913,0.9908,0.99032,0.88601,0.4486,0.27714,0.80023,2.4875e-05,2.4875e-05,2.4875e-05
